name,roaster,roast,loc_country,origin,100g_USD,rating,mes,ano,preco_qualidade,idade_cafe,avaliacao_rating,classificacao_preco
Guatemala Reserve Las Moritas Yellow Pacamara,Tipico Coffee,Medium-Light,United States,Guatemala,6.47,93,March,2022,0.06956989247311827,2,High,caro
Honduras Finca Cerro Azul Yellow Pacas,Paradise Roasters,Medium-Light,United States,Honduras,10.58,93,February,2022,0.11376344086021506,2,High,caro
Ethiopia Gediyo Kochere Shifo Washed G1,Ba Yang Coffee,Medium-Light,Taiwan,Ethiopia,2.26,92,March,2022,0.024565217391304347,2,High,barato
Ethiopia Natural Guji Dasaya SP,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.96,95,March,2022,0.05221052631578947,2,High,barato
Ethiopia Anaerobic Shantawene,SkyTop Coffee,Medium-Light,United States,Ethiopia,5.88,94,March,2022,0.0625531914893617,2,High,intermediario
Ethiopia Bensa Asefa Qonqana,Jaunt Coffee Roasters,Light,United States,Ethiopia,7.64,94,March,2022,0.08127659574468085,2,High,caro
Ethiopia Durato Bombe,Magnolia Coffee,Medium-Light,United States,Ethiopia,5.58,94,March,2022,0.05936170212765957,2,High,intermediario
Ethiopia Washed Shantawene,SkyTop Coffee,Medium-Light,United States,Ethiopia,5.88,94,March,2022,0.0625531914893617,2,High,intermediario
Kenya Washed Kabingara AA,Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.1,94,March,2022,0.054255319148936165,2,High,barato
Honduras Anaerobic Natural,Min Enjoy Cafe,Light,Taiwan,Honduras,8.21,93,March,2022,0.08827956989247313,2,High,caro
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural,Vennel Coffee,Medium-Light,Taiwan,Kenya,10.57,95,March,2022,0.11126315789473684,2,High,caro
Aged Sumatra Semiga,Paradise Roasters,Medium-Dark,United States,Indonesia,8.82,94,April,2022,0.09382978723404256,2,High,caro
Ka’u Classic Dark,Rusty's Hawaiian,Medium,Hawai'i,Hawai'I,10.05,94,April,2022,0.10691489361702128,2,High,caro
Odin’s Viking Brew,Chaos Coffee Company,Medium-Dark,United States,Indonesia,4.26,93,April,2022,0.045806451612903226,2,High,barato
Jlove99,Green Stone Coffee,Medium-Dark,Taiwan,Kenya,6.98,93,April,2022,0.07505376344086022,2,High,caro
Kenya Auction Lot,Peet's Coffee,Medium-Dark,United States,Kenya,3.96,92,April,2022,0.043043478260869565,2,High,barato
Sumatra Dark,Starbucks Coffee,Dark,United States,Indonesia,3.82,90,April,2022,0.042444444444444444,2,Medium,barato
Ethiopia Guji Odo Shakiso,Merge Coffee Company,Medium-Light,United States,Ethiopia,5.29,94,April,2022,0.05627659574468085,2,High,barato
Ethiopia Sidamo Karamo,Jaunt Coffee Roasters,Light,United States,Ethiopia,7.64,95,April,2022,0.08042105263157895,2,High,caro
Gigesa Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,94,April,2022,0.05936170212765957,2,High,intermediario
Colombia Ibague Tolima,Jaunt Coffee Roasters,Light,United States,Colombia,7.64,94,April,2022,0.08127659574468085,2,High,caro
Glory Days,Nostalgia Coffee Roasters,Medium,United States,Mexico,5.29,92,April,2022,0.0575,2,High,barato
Costa Rica Anaerobic Cordillera de Fuego,RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,5.86,93,April,2022,0.06301075268817205,2,High,intermediario
Guatemala Antigua Pastores,RamsHead Coffee Roasters,Medium-Light,United States,Guatemala,4.98,92,April,2022,0.0541304347826087,2,High,barato
Kenya Karatu,Roadmap Coffeeworks,Medium-Light,Kenya,Kenya,6.91,94,April,2022,0.07351063829787234,2,High,caro
Kibingo Burundi,JBC Coffee Roasters,Medium-Light,United States,Burundi,6.47,92,April,2022,0.07032608695652173,2,High,caro
Minanga Village Sulawesi,JBC Coffee Roasters,Medium-Light,United States,Indonesia,7.05,94,May,2022,0.075,2,High,caro
Kenya Peaberry Top Hill Farm Espresso,GK Coffee,Medium,Taiwan,Kenya,8.8,95,May,2022,0.09263157894736843,2,High,caro
Birambo Village DR Congo,JBC Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.58,93,May,2022,0.06,2,High,intermediario
Kenya Kamgogo Small Lot Reserve,Dragonfly Coffee Roasters,Medium-Light,United States,Kenya,5.88,93,May,2022,0.0632258064516129,2,High,intermediario
Ethiopia Belayneh Bariso Natural,Ramshead Coffee Roasters,Medium-Light,United States,Ethiopia,5.73,95,May,2022,0.06031578947368422,2,High,intermediario
Ethiopia Guji Uraga Tebe Burku Natural,Cozy House Coffee,Medium-Light,Taiwan,Ethiopia,4.93,94,April,2022,0.05244680851063829,2,High,barato
Ethiopia Yirgacheffe Konga Natural,Cozy House Coffee,Medium-Light,Taiwan,Ethiopia,4.93,93,April,2022,0.05301075268817204,2,High,barato
Costa Rica Brunca Rivense Las Moras Black Honey,Cozy House Coffee,Medium-Light,Taiwan,Costa Rica,5.64,94,April,2022,0.06,2,High,intermediario
Ethiopia Yirgacheffe Hama Washed,Cozy House Coffee,Medium-Light,Taiwan,Ethiopia,4.93,94,April,2022,0.05244680851063829,2,High,barato
Guatemala Antigua Bella Carmona,Cozy House Coffee,Medium-Light,Taiwan,Guatemala,4.93,93,April,2022,0.05301075268817204,2,High,barato
Guatemala ASPROCDEGUA Women Producers,Yellow Brick Coffee,Medium-Light,United States,Guatemala,5.29,93,May,2022,0.05688172043010753,2,High,barato
Costa Rica Naranjo Danilo Salazar Arias,Coffee by Design,Medium-Light,United States,Costa Rica,6.76,94,May,2022,0.07191489361702127,2,High,caro
Kenya Kahunyo AA,Coffee by Design,Medium-Light,United States,Kenya,4.85,93,May,2022,0.0521505376344086,2,High,barato
Honduras COMSA Oscar Omar Alonzo,Coffee by Design,Medium-Light,United States,Honduras,5.44,93,May,2022,0.058494623655913985,2,High,intermediario
Rwanda Gasharu Natural,Coffee by Design,Medium-Light,United States,Rwanda,6.76,92,May,2022,0.07347826086956522,2,High,caro
Ethiopia Guji Shakiso G1 Honey,VERYTIME,Medium-Light,Taiwan,Ethiopia,5.66,94,May,2022,0.06021276595744681,2,High,intermediario
Brazil Sítio Ponte Fazenda Ponte,Peach Coffee Roasters,Medium-Light,United States,Brazil,8.23,93,May,2022,0.08849462365591398,2,High,caro
Brazil Red Catuaí Double-Anaerobic,Spix's Cafe,Medium-Light,Taiwan,Brazil,4.81,93,May,2022,0.051720430107526874,2,High,barato
Costa Rica Canet Musician Series Bach Raisin Honey,Cafe Red Bean Shop,Medium-Light,Taiwan,Costa Rica,7.75,94,May,2022,0.08244680851063829,2,High,caro
Colombia Quindio Anaerobic Natural,Paradise Roasters,Medium-Light,United States,Colombia,8.82,94,June,2022,0.09382978723404256,2,High,caro
Colombia Cumbarco Lot 397,modcup coffee,Medium-Light,United States,Colombia,5.88,93,June,2022,0.0632258064516129,2,High,intermediario
Ruby Sweet Lychee,1980 CAFE,Medium-Light,Taiwan,Ethiopia,6.34,92,June,2022,0.06891304347826087,2,High,intermediario
Fruits Island,1980 CAFE,Medium-Light,Taiwan,Ethiopia,6.34,90,June,2022,0.07044444444444445,2,Medium,intermediario
Santa Elena Colombia Caturra Natural,Hub Coffee Roasters,Medium-Light,United States,Colombia,5.73,92,May,2022,0.06228260869565218,2,High,intermediario
Decaf Colombia Finca Las Nubes,Hub Coffee Roasters,Medium-Light,United States,Colombia,5.29,90,May,2022,0.058777777777777776,2,Medium,barato
Nicaragua Selva Negra,Peach Coffee Roasters,Medium-Light,United States,Nicaragua,5.29,93,May,2022,0.05688172043010753,2,High,barato
Colombia UVI Cochidas,Peach Coffee Roasters,Medium-Light,United States,Colombia,5.88,93,May,2022,0.0632258064516129,2,High,intermediario
Kenya Nyeri Yerihar AA Top Lot 21/01,Atom Coffee Roasters,Medium-Light,Taiwan,Kenya,6.55,94,May,2022,0.06968085106382979,2,High,caro
Kenya Washed Kiambu Uklili AB Espresso,Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.66,96,June,2022,0.058958333333333335,2,Excellent,intermediario
Karatina Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.76,95,June,2022,0.0711578947368421,2,High,caro
Karamo Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,94,June,2022,0.05936170212765957,2,High,intermediario
Ethiopia Natural Shakisso Mormora 74112,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.6,95,June,2022,0.04842105263157894,2,High,barato
Ethiopia Washed Shakisso Mormora 74112,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.6,95,June,2022,0.04842105263157894,2,High,barato
Ethiopia Keramo Natural,Rusty Dog Coffee,Medium-Light,United States,Ethiopia,5.22,93,June,2022,0.056129032258064517,2,High,barato
Ethiopia Guracho Natural,Modern Times Coffee,Medium-Light,United States,Ethiopia,5.29,93,June,2022,0.05688172043010753,2,High,barato
Colombia Quindio Anaerobic Natural,Paradise Roasters,Medium-Light,United States,Colombia,8.82,94,June,2022,0.09382978723404256,2,High,caro
Colombia Tres Dragones Natural,PT's Coffee Roasting Co.,Medium-Light,United States,Colombia,7.35,94,June,2022,0.07819148936170213,2,High,caro
Supernatural,Barrington Coffee Roasting,Medium-Light,United States,Ethiopia,5.42,95,June,2022,0.05705263157894737,2,High,intermediario
Ethiopia Alemaza Natural SOE,Felala Coffee Lab,Medium-Light,Taiwan,Ethiopia,5.1,95,June,2022,0.053684210526315786,2,High,barato
Colombia Tres Dragones,modcup coffee,Medium-Light,United States,Colombia,7.94,95,June,2022,0.08357894736842106,2,High,caro
Ethiopia Yirgacheffe Adado,Merge Coffee Company,Medium-Light,United States,Ethiopia,5.58,94,June,2022,0.05936170212765957,2,High,intermediario
Costa Rica Cordillera de Fuego,Merge Coffee Company,Medium-Light,United States,Costa Rica,5.58,93,June,2022,0.06,2,High,intermediario
Costa Rica La Chumeca,Roadmap CoffeeWorks,Medium-Light,United States,Costa Rica,6.76,94,June,2022,0.07191489361702127,2,High,caro
Ethiopia Sidamo Yirgalem,Roadmap CoffeeWorks,Medium-Light,United States,Ethiopia,5.73,92,June,2022,0.06228260869565218,2,High,intermediario
Kenya Nyeri Hill Farm AA TOP,Buon Caffe,Medium-Light,Taiwan,Kenya,4.94,94,June,2022,0.0525531914893617,2,High,barato
Ethiopia Gedeb Worka Single Variety 74110 G1,Buon Caffe,Medium-Light,Taiwan,Ethiopia,4.94,92,June,2022,0.05369565217391305,2,High,barato
Mexico Altura Natural Water Process Decaf,Jackrabbit Java,Medium-Light,United States,Mexico,4.12,91,June,2022,0.04527472527472528,2,High,barato
Kenya Nyeri Gathaithi,Jaunt Coffee Roasters,Medium-Light,United States,Kenya,6.76,93,July,2022,0.07268817204301076,2,High,caro
Ethiopia Shantawane Buncho Honey,The Reverse Orangutan,Light,United States,Ethiopia,6.47,93,July,2022,0.06956989247311827,2,High,caro
Ethiopia Gigesa Natural,Espresso Republic,Medium-Light,United States,Ethiopia,4.69,93,July,2022,0.05043010752688173,2,High,barato
Colombia Huila Finca Villabetuila Anaerobic Honey,Branch Street Coffee Roasters,Medium-Light,United States,Colombia,5.86,93,July,2022,0.06301075268817205,2,High,intermediario
Panama La Mula Geisha Washed,GK Coffee,Light,Taiwan,Panama,3.39,95,July,2022,0.03568421052631579,2,High,barato
Costa Rica San Gabriel SL28 Anaerobic Natural,GK Coffee,Medium-Light,Taiwan,Costa Rica,9.6,94,July,2022,0.10212765957446808,2,High,caro
Costa Rica San Gabriel Pina/Canela Anaerobic Honey Espresso,GK Coffee,Medium-Light,Taiwan,Costa Rica,9.6,93,July,2022,0.1032258064516129,2,High,caro
Burundi Kibingo Intenso,Regent Coffee,Medium-Light,United States,Burundi,6.17,94,June,2022,0.06563829787234042,2,High,intermediario
Colombia Planadas Ibague,Jaunt Coffee Roasters,Medium-Light,United States,Colombia,7.64,93,June,2022,0.0821505376344086,2,High,caro
Burundi Kabarore Commune,Jaunt Coffee Roasters,Medium-Light,United States,Burundi,5.88,92,June,2022,0.06391304347826086,2,High,intermediario
Canet Musician Series Mozart Raisin Honey,Cafe Fugu Roasters,Medium-Light,Taiwan,Costa Rica,10.08,92,July,2022,0.10956521739130434,2,High,caro
Dreadnaught Espresso,Trident Coffee,Medium,United States,Peru,5.28,92,July,2022,0.05739130434782609,2,High,barato
Trident Carmo de Minas,Trident Coffee,Medium-Light,United States,Brazil,5.28,90,July,2022,0.05866666666666667,2,Medium,barato
Chelchele Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,94,July,2022,0.05936170212765957,2,High,intermediario
Honeyed Floral,1980 CAFE,Light,Taiwan,Ethiopia,6.34,93,July,2022,0.06817204301075269,2,High,intermediario
Karamo Ethiopia Sidama Natural G1,1980 CAFE,Medium-Light,Taiwan,Ethiopia,6.34,93,July,2022,0.06817204301075269,2,High,intermediario
Rwanda Karambi Station Natural,RamsHead Coffee Roasters,Medium-Light,United States,Rwanda,5.14,93,July,2022,0.055268817204301074,2,High,barato
El Salvador Aida Batlle La Florida Natural,Moore Coffee,Medium-Light,United States,El Salvador,5.48,95,July,2022,0.057684210526315796,2,High,intermediario
Ethiopia Raro Boda,Bird Rock Coffee Roasters,Medium-Light,United States,Ethiopia,6.47,94,July,2022,0.06882978723404255,2,High,caro
Bean Series Ethiopia Guji Raro,St1 Cafe/Work Room,Light,Taiwan,Ethiopia,8.0,93,August,2022,0.08602150537634409,2,High,caro
Pantan Musara Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,6.17,94,August,2022,0.06563829787234042,2,High,intermediario
Sumatra Takengon Gayo Natural,Coffee By Design,Light,United States,Indonesia,4.74,94,August,2022,0.05042553191489362,2,High,barato
Colombia Los Pinos Robeiro Sarmiento,Coffee By Design,Medium-Light,United States,Colombia,4.08,92,August,2022,0.044347826086956525,2,High,barato
Nano Genji #7,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,95,July,2022,0.05873684210526316,2,High,intermediario
Ethiopia Bidimoo Chelelektu Natural,Desolate Café,Light,Taiwan,Ethiopia,8.46,92,July,2022,0.09195652173913045,2,High,caro
Panama Hacienda La Esmeralda Super Mario Geisha Yeast Washed,Quartet Kaffe,Medium-Light,Taiwan,Panama,2.36,95,July,2022,0.024842105263157895,2,High,barato
Peru,CafeTaster,Medium-Light,Taiwan,Peru,7.05,92,August,2022,0.0766304347826087,2,High,caro
Bella Carmona Guatemala,JBC Coffee Roasters,Medium-Light,United States,Guatemala,5.0,93,August,2022,0.053763440860215055,2,High,barato
Nicaragua La Bastilla Estate Anaerobic,RamsHead Coffee Roasters,Medium-Light,United States,Nicaragua,5.14,93,August,2022,0.055268817204301074,2,High,barato
Ethiopia Worka Sakaro,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,6.47,95,August,2022,0.06810526315789474,2,High,caro
Ethiopia Guji Hambela Dabaye,Jaunt Coffee Roasters,Medium-Light,United States,Ethiopia,6.47,93,August,2022,0.06956989247311827,2,High,caro
Colombia Don Ruiz Anaerobic,Roadmap CoffeeWorks,Medium-Light,United States,Colombia,8.38,95,August,2022,0.08821052631578948,2,High,caro
Sumatra Aceh Gayo Mountain Musara Honey Process,Buon Caffe,Medium-Light,Taiwan,Indonesia,5.65,93,August,2022,0.06075268817204302,2,High,intermediario
Ethiopia Guji Hambela Buku Saysa Natural Process,Buon Caffe,Light,Taiwan,Ethiopia,6.07,93,August,2022,0.06526881720430108,2,High,intermediario
Ethiopia Durato Bombe,Per’la Specialty Roasters,Light,United States,Ethiopia,7.05,95,August,2022,0.07421052631578948,2,High,caro
Ethiopia Yirgacheffe Kochere,Cup to Cup Coffee Roasters,Medium-Light,United States,Ethiopia,3.53,93,August,2022,0.03795698924731183,2,High,barato
Ethiopia Botabaa,Evie's Cafe,Medium-Light,Taiwan,Ethiopia,2.83,93,August,2022,0.03043010752688172,2,High,barato
Mexico Ozolotepec,Wonderstate Coffee,Medium-Light,United States,Mexico,5.58,93,September,2022,0.06,2,High,intermediario
Mexico FTO,Water Street Coffee,Medium-Light,United States,Mexico,4.91,91,September,2022,0.053956043956043954,2,High,barato
Sweet Waves Espresso,Kona View Coffee,Medium,Hawai'i,Hawai'I,10.14,93,September,2022,0.10903225806451614,2,High,caro
Colombia Pink Bourbon Filadelfia,Bird Rock Coffee Roasters,Light,United States,Colombia,9.17,95,September,2022,0.09652631578947368,2,High,caro
Ethiopia Washed Botabaa G1 Lot.22/01,Muka Coffee,Light,Taiwan,Ethiopia,4.4,93,September,2022,0.04731182795698925,2,High,barato
Ethiopia Kayon Mountain,Yellow Brick Coffee,Medium-Light,United States,Ethiopia,5.88,94,September,2022,0.0625531914893617,2,High,intermediario
Kenya,CafeTaster,Medium-Light,Taiwan,Kenya,8.46,95,August,2022,0.08905263157894738,2,High,caro
Kenya AB,Dory Coffee Roasters,Light,Taiwan,Kenya,10.43,94,September,2022,0.11095744680851063,2,High,caro
Ecuador Pichincha Finca Flora,Chousin Coffee Collection,Light,Taiwan,Ecuador,6.37,93,September,2022,0.06849462365591398,2,High,caro
Kenya Nyeri Maganjo AB,Chousin Coffee Collection,Light,Taiwan,Kenya,7.08,92,September,2022,0.07695652173913044,2,High,caro
Kenya Washed Nyeri Hill Farm AA Top,Kakalove Cafe,Medium-Light,Taiwan,Kenya,5.52,96,September,2022,0.057499999999999996,2,Excellent,intermediario
Ethiopia Nano Genji,Temple Coffee,Light,United States,Ethiopia,7.5,95,September,2022,0.07894736842105263,2,High,caro
Ethiopia Natural Sidama Abebe 74110,Kakalove Cafe,Light,Taiwan,Ethiopia,8.5,95,September,2022,0.08947368421052632,2,High,caro
Ethiopia Natural Guji TAMIRU 74158 Kakalove Lot,Kakalove Cafe,Light,Taiwan,Ethiopia,9.91,95,September,2022,0.10431578947368421,2,High,caro
Guatemala Washed Finca El General Lot SummerEnd Espresso,Kakalove Cafe,Medium-Light,Taiwan,Guatemala,3.4,94,September,2022,0.036170212765957444,2,High,barato
Guatemala Washed Acatenango Finca El General Pacamara Espresso,Kakalove Cafe,Medium-Light,Taiwan,Guatemala,4.96,94,September,2022,0.05276595744680851,2,High,barato
Guatemala Los Santos,Temple Coffee,Medium-Light,United States,Guatemala,6.47,93,September,2022,0.06956989247311827,2,High,caro
Capitan Maragogype,Speckled Ax,Medium-Light,United States,Mexico,6.47,93,September,2022,0.06956989247311827,2,High,caro
Peru Incahuasi,Press Coffee,Medium-Light,United States,Peru,7.64,94,October,2022,0.08127659574468085,2,High,caro
Colombia Aponte’s Guardians,Press Coffee,Medium-Light,United States,Colombia,5.58,93,October,2022,0.06,2,High,intermediario
Ethiopia Bench Maji Geisha G1 Natural,Taster's Coffee,Light,Taiwan,Ethiopia,7.33,93,October,2022,0.07881720430107526,2,High,caro
Ethiopia Guji Uraga More Floral Kudume Washed,GK Coffee,Light,Taiwan,Ethiopia,8.8,95,October,2022,0.09263157894736843,2,High,caro
Ethiopia Guji Uraga More Floral Kudume Natural,GK Coffee,Medium-Light,Taiwan,Ethiopia,8.8,94,October,2022,0.09361702127659575,2,High,caro
Kenya Nyeri Hill,Roadmap CoffeeWorks,Medium-Light,United States,Kenya,6.45,94,October,2022,0.06861702127659575,2,High,caro
Kenya AA TOP Nairobi Rose,David's Nose,Medium-Light,Taiwan,Kenya,5.66,94,September,2022,0.06021276595744681,2,High,intermediario
Kenya Ndumberi Peaberry,Mostra Coffee,Medium-Light,United States,Kenya,6.8,94,September,2022,0.07234042553191489,2,High,caro
Ethiopia Gera Reserve Anaerobic Natural,Branch Street Coffee Roasters,Light,United States,Ethiopia,6.88,94,September,2022,0.07319148936170213,2,High,caro
Kenya Ngaita Peaberry,Mostra Coffee,Medium-Light,United States,Kenya,6.8,94,September,2022,0.07234042553191489,2,High,caro
Ethiopia Natural Guji Uraga Tome 74110 Lot K06,Kakalove Cafe,Light,Taiwan,Ethiopia,4.6,95,October,2022,0.04842105263157894,2,High,barato
Ethiopia Biloya Washed G1,Golin Coffee Roasters,Light,Taiwan,Ethiopia,7.2,92,October,2022,0.0782608695652174,2,High,caro
Ethiopia Birbisakela Washed G1,Golin Coffee Roasters,Light,Taiwan,Ethiopia,8.0,92,October,2022,0.08695652173913043,2,High,caro
Ethiopia Sidamo Bensa Washed G1,Golin Coffee Roasters,Light,Taiwan,Ethiopia,7.2,93,October,2022,0.07741935483870968,2,High,caro
Colombia Buesaco,Old World Coffee Lab,Medium-Light,United States,Colombia,7.35,92,October,2022,0.07989130434782608,2,High,caro
Kenya AA,AKA Coffee Roasters,Medium-Light,Taiwan,Kenya,7.33,93,October,2022,0.07881720430107526,2,High,caro
Ethiopia Bekele Heto Natural,Bassline Coffee,Light,United States,Ethiopia,7.41,93,October,2022,0.07967741935483871,2,High,caro
Kenya Karindundu AB,Blanchard's Coffee,Medium-Light,United States,Kenya,5.31,93,October,2022,0.05709677419354838,2,High,intermediario
Kenya Ichuga AA,ILSE Coffee Roasters,Medium-Light,United States,Kenya,6.91,93,October,2022,0.07430107526881721,2,High,caro
Costa Rica Canet Raisin Honey,Rest Coffee Roasters,Light,New Taiwan,Costa Rica,9.46,93,October,2022,0.10172043010752689,2,High,caro
Birhanu Sisters’ Ethiopia,Swelter Coffee,Medium-Light,United States,Ethiopia,5.29,93,October,2022,0.05688172043010753,2,High,barato
Bat Country Dark Roast Ethiopia,Sightseer Coffee,Medium,United States,Ethiopia,5.88,92,October,2022,0.06391304347826086,2,High,intermediario
Ethiopia Getu Kurume Natural,Fumi Coffee Company,Light,Taiwan,Ethiopia,6.51,95,October,2022,0.06852631578947369,2,High,caro
Kenya Nyeri Asali Peaberry,Cozy House Coffee,Medium-Light,Taiwan,Kenya,7.05,95,October,2022,0.07421052631578948,2,High,caro
Ethiopia Gera Estate Anaerobic Natural,Magnolia Coffee,Medium-Light,United States,Ethiopia,6.47,95,October,2022,0.06810526315789474,2,High,caro
Ethiopia Natural Guji Morel Floral Kudume,Bargain Cafe,Light,Taiwan,Ethiopia,3.89,92,October,2022,0.042282608695652174,2,High,barato
Symphony Costa Rica Canet Caturra Raisin Honey,Chiming Coffee,Medium-Light,Taiwan,Costa Rica,9.6,90,October,2022,0.10666666666666666,2,Medium,caro
Colombia Cauca Finca El Paraiso Double-Anaerobic Flor Lychee,JYL Cafe,Medium-Light,Taiwan,Colombia,8.32,95,October,2022,0.08757894736842106,2,High,caro
Costa Rica Canet Musician Mozart,Balmy Day Coffee Office,Medium-Light,Taiwan,Costa Rica,9.04,92,October,2022,0.09826086956521739,2,High,caro
Colombia El Paraiso Floral Lychee,Dr. Young Cafe,Light,Taiwan,Colombia,9.91,93,October,2022,0.10655913978494624,2,High,caro
Esperanza Villa Sarchi,El Gran Cafe,Medium-Light,Guatemala,Guatemala,4.85,92,November,2022,0.05271739130434782,2,High,barato
Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,Euphora Coffee,Light,Taiwan,Ethiopia,8.82,95,October,2022,0.09284210526315789,2,High,caro
Guatemala Finca Las Victorias Anaerobic Natural,Euphora Coffee,Medium-Light,Taiwan,Guatemala,4.41,93,October,2022,0.04741935483870968,2,High,barato
Costa Rica Las Lajas Perla Negra,Durango Coffee Companuy,Medium-Light,United States,Costa Rica,5.57,94,October,2022,0.05925531914893618,2,High,intermediario
Peru Gesha Limited-Release Homer Alarcón Gayoso,Amavida Coffee Roasters,Medium-Light,United States,Peru,8.82,93,October,2022,0.09483870967741936,2,High,caro
El Salvador La Lagunita,Chromatic Coffee,Medium-Light,United States,El Salvador,9.17,92,November,2022,0.09967391304347827,2,High,caro
El Salvador Finca Santa Elena El Corzo Pacamara,GK Coffee,Medium-Light,Taiwan,El Salvador,8.8,92,November,2022,0.09565217391304348,2,High,caro
Panama Mama Cata Typica,Small Eyes Cafe,Light,Taiwan,Panama,6.08,92,November,2022,0.06608695652173913,2,High,intermediario
Costa Rica Finca San Luis,Tico Coffee Roasters,Medium-Light,United States,Costa Rica,5.88,91,November,2022,0.06461538461538462,2,High,intermediario
Colombia Tres Dragones,Bird Rock Coffee Roasters,Light,United States,Colombia,8.11,94,November,2022,0.08627659574468084,2,High,caro
Ethiopia Guji Hambela Wate Natural G1,Samlin Coffee,Medium-Light,Taiwan,Ethiopia,7.04,92,November,2022,0.07652173913043478,2,High,caro
Finca Patzibir,El Gran Cafe,Medium-Light,Guatemala,Guatemala,4.7,92,November,2022,0.051086956521739134,2,High,barato
Proyecto Aurora,El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,93,November,2022,0.03161290322580645,2,High,barato
Finca El Potrero,El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,93,November,2022,0.03161290322580645,2,High,barato
Chacayá Santiago Atitlán,El Gran Cafe,Medium-Light,Guatemala,Guatemala,4.7,93,November,2022,0.05053763440860215,2,High,barato
Espresso No. 3,El Gran Cafe,Medium-Light,Guatemala,Guatemala,5.88,94,November,2022,0.0625531914893617,2,High,intermediario
